trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
457,False,"{'a': 0.2, 'e': 0.03330659012246989}",30,17,25.094284501516746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.033090799366393836}",25,11,27.836115753325487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.032859972607028685}",30,16,24.12364058953769,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.032630755992896034}",20,16,4.961561054466415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.03256555969893629}",20,14,8.191668254443984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.2, 'e': 0.03246800941842295}",20,13,10.790440723644535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.03235457002020804}",20,11,16.64845668756724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.2, 'e': 0.03220930155430584}",20,10,16.953240266391873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.2, 'e': 0.03204865699261457}",30,18,21.016505267636973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.03185694077446166}",20,11,18.20953539367384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.03171390660921845}",30,7,37.16293229309033,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.03135128574953089}",25,0,29.269515485181138,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
469,False,"{'a': 0.2, 'e': 0.030961833823176882}",25,17,14.512015342747404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.030838233852625192}",25,16,14.806688412001654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.030699773569576882}",30,13,27.72530281528266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.03043993138797189}",25,13,-3.540440385217248,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.030257838624213294}",20,2,31.725363379895217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.2, 'e': 0.029986739850989135}",25,16,11.135332267345156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.2, 'e': 0.02985210268248895}",30,17,24.12454130373987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.029658693276583766}",20,9,19.950671730890832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.2, 'e': 0.0294960182300171}",20,10,16.825938584400784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.02934890622536186}",25,12,25.275007552316474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.02915875698939719}",30,13,27.28410480566125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.2, 'e': 0.02891195793689463}",25,8,24.041995928716133,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.02866724778592988}",20,8,21.799748791382918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.028495759279199697}",20,5,28.338493197670736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.028282840527978494}",25,20,9.790304883357758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.02821222173692798}",20,16,7.4221089393850415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.028155853680300096}",20,6,17.993120254482236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.027959450916189687}",20,3,29.55784954094333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.02772280276287105}",20,16,8.71624929300433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.027667412566005578}",25,15,17.378256931716997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.2, 'e': 0.027529420770147972}",20,14,-9.57925012691371,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.027446956266441464}",20,4,25.910957146824316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.027228256581446987}",25,13,20.512024389941217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.027065376171828092}",25,18,13.546256274926401,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.026970812937420194}",25,16,16.638258076843005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.026849716949523976}",20,9,24.362782516230823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.026702448864772767}",25,19,11.09630708719438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.026622461559127397}",20,16,6.252879622297365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.2, 'e': 0.02656926984545338}",30,15,9.009784363835054,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.026370745717672638}",25,8,28.656115860795648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.026147544328831734}",25,0,39.31533841680951,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
500,False,"{'a': 0.2, 'e': 0.025822734316583912}",25,20,10.123981041501366,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.025758258109632486}",25,2,45.64968069898384,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.2, 'e': 0.025463734895735723}",20,13,12.668100005755432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.025374767607176385}",30,14,27.519539264702484,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.2, 'e': 0.025172579297892607}",20,11,6.836407267677577,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.02505955718153864}",25,16,17.24923903968009,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.024947042522073932}",20,12,18.185642534471295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.024847453662489916}",25,16,15.787878153024273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.2, 'e': 0.024735891324530506}",25,19,10.308864581782828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.024661794850839795}",25,7,28.261535729585837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.024440834510195426}",20,12,17.23836376114046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.2, 'e': 0.024343266438388984}",20,8,22.983223671911972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.024197644143509906}",20,12,15.457459815169116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.2, 'e': 0.02410104689023871}",25,3,32.66010557329709,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.2, 'e': 0.02383738815603774}",30,7,38.75482521228449,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.02356482841458551}",25,18,13.994197104708585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.023482495681465407}",25,13,19.484976440592348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.023342022548195566}",20,9,18.366792773891564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.2, 'e': 0.023213993825905707}",20,6,21.834450464818435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.02305206328722557}",30,22,14.663374690980579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.2, 'e': 0.022960039204939983}",20,12,13.819427526679455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.022868382483771488}",20,16,9.293656433797851,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.02282269142509297}",35,18,29.7775412190721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.022629520686665423}",20,12,14.55743576061302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.02253918339894389}",35,19,28.07263937501195,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.2, 'e': 0.022359589266117995}",20,9,18.325759262048855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.0222369490947808}",25,18,16.600540732639992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.022159255815499684}",20,10,18.172083406830367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.2, 'e': 0.022048736066045196}",20,9,21.106119824565837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.02192780089426161}",25,12,24.440613669179967,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.021785732411217902}",35,12,41.828200498791375,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.02153663156365526}",20,12,9.612650040564786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.021450657100958614}",20,11,15.917703371789754,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.2, 'e': 0.021354346006491765}",25,13,23.179578300816015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.021226603541076233}",20,9,18.99025089752155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.2, 'e': 0.021110177686191275}",20,1,26.833656169941733,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.020910580585534844}",20,11,9.434972142195662,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.2, 'e': 0.020816694375305884}",20,0,27.344151817705313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.2, 'e': 0.020609564805478826}",20,16,7.8364795640365585,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.0205683868675318}",20,13,11.948077373924967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.020496523348015248}",25,10,21.535486694944343,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.020343374449160633}",20,5,23.445918619824305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.02019136987048276}",20,8,21.68849062216092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.020070584370117245}",20,8,21.654104257030017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.019950521412956685}",20,3,27.907432292696285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.019781660655845523}",20,10,21.197879419978257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.2, 'e': 0.019682999211721196}",20,15,9.765400356526523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.2, 'e': 0.01963385317183864}",20,12,9.011119330631008,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.2, 'e': 0.019555474620758153}",20,8,20.438021017345243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.2, 'e': 0.01943849306863442}",20,15,6.896423474220645,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.01938995753066422}",30,13,33.30992137133812,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.019225841373436626}",20,16,7.748814220376191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.019187428116750862}",30,19,24.058171589932122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.2, 'e': 0.01908218694063837}",20,14,12.532356208301627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.2, 'e': 0.01902502616385221}",25,13,23.452283198816044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.018911217773465227}",25,12,10.722866553852707,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.01878869349323572}",20,10,18.84343625963443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.018694984493495884}",30,13,29.951981838175097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.018536750572165746}",20,13,16.424379081239554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.018471985350415707}",30,10,34.11806929339778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.2, 'e': 0.01828818602519614}",20,4,29.623872779685684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.0181424642014717}",20,7,23.29929478158593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.2, 'e': 0.01802492061467033}",25,16,18.747602047967135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.2, 'e': 0.017943990700779747}",25,17,14.514179744072667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.2, 'e': 0.017872358098690925}",30,21,11.591066026989214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.2, 'e': 0.017792113173741214}",30,18,21.727573625669677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.2, 'e': 0.017685680113179437}",20,9,23.797550516503705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.2, 'e': 0.01758867587873307}",20,0,-12.997122093010152,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
568,False,"{'a': 0.2, 'e': 0.017413665629607666}",25,16,19.114092475813088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.2, 'e': 0.01733548018346616}",25,13,20.194005257198633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.2, 'e': 0.017231778717866367}",25,4,-7.94346675324671,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.2, 'e': 0.01705179162718321}",25,20,11.36215606447239,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.2, 'e': 0.017009215390586124}",25,12,24.728848395052232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.2, 'e': 0.01689901403295994}",20,10,16.84925050175222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.016814729848847403}",20,0,32.571391695033526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
575,False,"{'a': 0.2, 'e': 0.016647420491388534}",25,11,26.97219317425425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.016531295459736427}",30,15,27.53262336112873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.2, 'e': 0.016407774526292645}",25,17,14.838531130228171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.016342274515542307}",20,4,23.623104533990336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2, 'e': 0.016212057880446332}",30,13,30.29361861634699,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.2, 'e': 0.016074839393201965}",35,23,27.49409826508156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.2, 'e': 0.015978679126124624}",20,5,24.11892221394006,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.2, 'e': 0.015859287311631637}",20,9,21.03301332780804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.2, 'e': 0.01577230066397745}",25,12,22.10948590887133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2, 'e': 0.01567011317877336}",20,7,24.815797774765816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.2, 'e': 0.01556858775818209}",20,2,26.550659809259542,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.2, 'e': 0.015429099108827652}",20,13,13.422608645504486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.2, 'e': 0.015375191655021433}",30,16,29.356704687438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.2, 'e': 0.015267941128219376}",20,11,16.04204805732113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.2, 'e': 0.015199389749425099}",20,12,14.34005787078761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.2, 'e': 0.01513871362358056}",20,10,16.966630565643896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.2, 'e': 0.01506320897438693}",20,6,26.792358178300127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.2, 'e': 0.014958134700577493}",20,14,11.75677674369504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.2, 'e': 0.01491332754082076}",20,8,21.261761646562384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.2, 'e': 0.01482411547939613}",20,6,25.746968783092342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.014720709015905293}",20,13,13.26994579885453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.2, 'e': 0.014669276593592582}",25,9,30.62166874664794,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.2, 'e': 0.014552390548416123}",25,18,11.273387118671597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.2, 'e': 0.014501546210990748}",30,13,32.64346543193614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.2, 'e': 0.014378805455409293}",25,10,31.350316827145598,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.2, 'e': 0.014271367809280198}",20,6,24.152970154287377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.2, 'e': 0.014171817068705777}",25,12,26.815540183767887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.2, 'e': 0.014079998989791587}",20,8,21.4765049544524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.2, 'e': 0.013995771929714095}",20,12,14.107774843233681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.2, 'e': 0.013939900659031617}",25,3,32.48272394254161,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.2, 'e': 0.013787402031922757}",20,10,19.41107990308392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.2, 'e': 0.013718637077409689}",20,13,14.480368638097964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.013670705776345467}",30,14,26.95430043948653,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.013561776428482058}",25,2,37.34030133906855,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.2, 'e': 0.013406709344253556}",20,10,20.80866435422304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.2, 'e': 0.013339843102441431}",20,8,16.340743028060658,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.2, 'e': 0.01326004368148776}",30,14,27.698196804192605,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.01315438652416937}",20,8,23.238815818629092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.2, 'e': 0.013075696511133368}",25,8,28.900602020988195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.2, 'e': 0.01296502411481234}",20,13,14.254387267555705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.01291972584861831}",35,18,31.521393826421313,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.2, 'e': 0.012810373584418869}",30,18,22.424280741131426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.012733741469154356}",25,17,13.17890132226698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.012682908237518638}",35,25,22.104728012984314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.012619651968786704}",25,10,26.59459309367332,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.012525358621074385}",20,5,23.35353832156617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.012431769828087082}",25,8,30.624142722915114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.2, 'e': 0.012326547612489296}",25,12,24.217734307162306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.012246684888045702}",25,3,38.171758320807264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.012112709569444576}",25,13,24.827539636622152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.2, 'e': 0.012040250905395913}",30,16,26.04465429376568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.01195626344810716}",25,15,17.826272768441104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.011896631335381954}",20,8,8.814452110865538,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.2, 'e': 0.011825465259096618}",20,9,20.877371114702136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.011760603732873708}",20,11,20.28940601884032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.2, 'e': 0.011707799913775171}",20,14,10.26206869195932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.2, 'e': 0.011672729146487848}",20,10,18.313358461357236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.2, 'e': 0.011614511166991557}",20,7,19.493637722744012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.011539261670211397}",30,21,17.24045808624417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.2, 'e': 0.0114874516526643}",25,12,25.850899124079735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.011413025364401209}",20,10,17.341274933928485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.2, 'e': 0.011356102662921816}",30,13,32.9424655080869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.011259984869617035}",25,5,35.43651661621754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.2, 'e': 0.011147946148182496}",25,15,19.42066240448756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.2, 'e': 0.01109234553480958}",30,18,19.423996400463565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.011025990725094175}",20,10,17.000322233129395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.2, 'e': 0.010970998366931477}",20,3,23.65492748371708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.010878140087583343}",25,8,26.886750531332805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
